915, 149
1, 249
519, 495
788, 451
371, 112
774, 319
41, 97
65, 858
475, 325
593, 36
705, 493
362, 889
619, 238
599, 234
491, 738
505, 270
591, 359
326, 80
543, 210
228, 798
332, 79
190, 406
227, 109
980, 409
467, 179
714, 123
297, 347
605, 735
289, 195
250, 804
24, 429
926, 156
928, 942
416, 245
859, 887
204, 484
561, 355
160, 81
23, 161
359, 227
891, 164
184, 188
59, 50
815, 530
981, 882
916, 176
253, 537
415, 283
39, 70
843, 143
112, 469
791, 402
372, 200
34, 802
293, 148
590, 417
137, 208
55, 438
323, 339
17, 366
243, 438
172, 88
333, 121
363, 168
514, 657
350, 539
683, 310
676, 296
550, 280
881, 253
341, 292
664, 617
912, 565
660, 616
462, 925
777, 124
935, 720
598, 467
613, 34
167, 216
643, 480
14, 87
127, 238
944, 33
96, 186
884, 178
633, 233
456, 312
823, 559
177, 130
254, 433
510, 160
257, 209
887, 249
19, 192
673, 531
925, 937
790, 295
693, 44
242, 801
746, 523
996, 699
396, 326
834, 55
495, 625
260, 138
680, 368
740, 191
35, 264
197, 25
131, 288
401, 730
276, 154
778, 44
365, 390
691, 371
494, 602
556, 340
21, 684
896, 91
244, 247
83, 538
582, 226
768, 505
139, 394
868, 208
558, 280
827, 925
871, 618
413, 91
545, 185
3, 320
81, 793
987, 390
482, 614
964, 265
549, 173
751, 278
882, 88
27, 170
503, 70
869, 195
422, 504
709, 337
648, 225
805, 304
704, 529
87, 291
117, 481
255, 395
499, 291
852, 146
178, 548
89, 254
496, 641
176, 246
182, 647
894, 366
195, 756
554, 288
623, 385
249, 252
485, 223
923, 261
636, 215
442, 128
924, 171
562, 242
202, 147
346, 533
542, 450
638, 358
966, 839
389, 452
654, 631
146, 397
953, 177
219, 227
559, 52
256, 298
291, 190
203, 333
80, 543
360, 88
418, 578
431, 141
799, 694
157, 702
793, 461
57, 880
165, 434
969, 199
327, 335
973, 277
885, 770
284, 838
818, 186
200, 81
641, 116
428, 196
772, 137
273, 855
734, 137
575, 183
942, 244
675, 431
717, 136
904, 183
822, 111
583, 565
61, 158
247, 658
15, 417
835, 605
500, 670
457, 44
385, 274
785, 131
611, 516
170, 144
992, 182
529, 876
56, 201
656, 396
890, 209
248, 389
528, 741
850, 343
68, 573
438, 377
76, 430
186, 558
723, 268
393, 964
355, 465
103, 403
